Title,Conference
Interpolating Subdivision for meshes with arbitrary topology,SIGGRAPH
Optimization of mesh locality for transparent vertex caching,SIGGRAPH
Dynamic Bandwidth Allocation for Efficient Transport of Real-Time VBR Video over ATM,INFOCOM
Database Concurrent Processor,VLDB
An FFT-Based Fault Tolerant FIR Adaptive Filter,ISCAS
Distributed cooperative Apache web server,WWW
Fluorescent immersion range scanning,SIGGRAPH
SemSearch'11: the 4th semantic search workshop,WWW
Fast algorithms for topk personalized pagerank queries,WWW
Delay Analysis of the FDDI Synchronous Data Class,INFOCOM
Interactive Graph Drawing on the World Wide Web,WWW
Difference Model Approach for the Transient Simulation of Transmission Lines,ISCAS
Register minimization in DSP data format converters,ISCAS
Interval arithmetic for computer graphics,SIGGRAPH
Space browsers: a tool for ubiquitous tele-embodiment,SIGGRAPH
A Current-Mode Analog Circuit for Reinforcement Learning Problems,ISCAS
Adaptive Load Control in Transaction Processing Systems,VLDB
The Quest for Comprehensive Semantic Formalisms,VLDB
We know who you followed last summer: inferring social link creation times in twitter,WWW
Fast-scale period-doubling bifurcation in voltage-mode controlled full-bridge inverter,ISCAS
Experiences with virtual reality applications (panel),SIGGRAPH
"The All-Minors VCCS Matrix Tree Theorem, Half-Resistors and Applications in Symbolic Simulation",ISCAS
A General Preemption-Based Admission Policy Using a Smart Market Approach,INFOCOM
Architecture of Oracle Parallel Server,VLDB
Managing Derived Data in the Gaea Scientific DBMS,VLDB
How to market-manage a QoS network,INFOCOM
Conservative visibility preprocessing using extended projections,SIGGRAPH
Extracting Large-Scale Knowledge Bases from the Web,VLDB
Interactive multiresolution surface viewing,SIGGRAPH
On Resource Management and QoS Guarantees For Long Range Dependent Traffic,INFOCOM
A Case-Based Approach to Information Integration,VLDB
Editable dynamic textures,SIGGRAPH
"Re-Examining Maxmin Protocols: A Fundamental Study on Convergence, Complexity, Variations, and Performance",INFOCOM
Photone Switching in Ring-Based Optic Networks,INFOCOM
Simplified Photonic Bus and Ring Networks Using a Headend Controller,INFOCOM
On the Equivalence of IEEE 802.4 and FDDI Timed Token Protocols,INFOCOM
Practical Parallel Processing for Realistic Rendering,SIGGRAPH
Heat-seeking Honeypots: Design and Experience,WWW
Towards robust trust establishment in web-based social networks with socialtrust,WWW
Secure group key management using uni-directional proxy re-encryption schemes,INFOCOM
"Unification of Speed, Power, Area & Reliability in CMOS Tapered Buffer Design",ISCAS
Bandwidth Allocation of Multiple QoS Classes in ATM Environment,INFOCOM
Combating digital noise in high speed ULSI circuits using binary BCH encoding,ISCAS
Test case prioritization for regression testing of service-oriented business applications,WWW
Incremental page rank computation on evolving graphs,WWW
Performance Measurements of Tertiary Storage Devices,VLDB
Maximizing the Contact Opportunity for Vehicular Internet Access,INFOCOM
Multiway SLCA-based keyword search in XML data,WWW
GENVL and WWWW: Tools for Taming the Web * ,WWW
Extracting surfaces from fuzzy 3D-ultrasound data,SIGGRAPH
Efficient Rate-Controlled Bulk Data Transfer Using Multiple Multicast Groups,INFOCOM
Neural Network Approaches to fast and Low Rate Vector Quantization,ISCAS
Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,VLDB
The case for multi-user design for computer aided learning in developing regions,WWW
A Quantitative Comparison of Lockprotocols for Centralized Databases,VLDB
Hierarchical organization of unstructured consumer reviews,WWW
On Slot Allocation for Time-Constrained Messages in DQDB Networks,INFOCOM
A spatial workbench for physically-based sound,SIGGRAPH
Modeling and visualizing geo-sensitive queries based on user clicks,WWW
Database Program Conversion: A Framework for Research,VLDB
"Make it fresh, make it quick: searching a network of personal webservers",WWW
Versions of Schema for Object-Oriented Databases,VLDB
Compressing and searching XML data via two zips,WWW
QoF: Towards comprehensive path quality measurement in wireless sensor networks,INFOCOM
The neci meta search engine,WWW
Efficient Discovery of XML Data Redundancies,VLDB
Convergence of Synchronous and Asynchronous Algorithms in Multiclass Networks,INFOCOM
Subpixel-based down-sampling via Min-Max Directional Error,ISCAS
The Design of New Low-Voltage CMOS VHF Continuous-Time Lowpass Biquaud Filters,ISCAS
A Very Simple Algorithm for Flow Control on High Speed Networks via La Palice Queueings,INFOCOM
"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",VLDB
An implicit formulation for precise contact modeling between flexible solids,SIGGRAPH
A Privacy-Preserving Index for Range Queries,VLDB
A Parallel Strategy for Transitive Closure usind Double Hash-Based Clustering,VLDB
VBR video delivery under constrained resources using motion-aware optimal frame selection,ISCAS
On the Performance of IEEE 802.11 under Jamming,INFOCOM
The irradiance Jacobian for partially occluded polyhedral sources,SIGGRAPH
Real-time and physically realistic simulation of global deformation,SIGGRAPH
Dynamic maintenance of web indexes using landmarks,WWW
User-Defined Table Operators: Enhancing Extensibility for ORDBMS,VLDB
Aesthetics & tools in the virtual environment (panel session),SIGGRAPH
Distributing Layered Encoded Video through Caches,INFOCOM
Formulation of Multirate Filter Design as an Approximation Problem,ISCAS
All-Optical LAN Interconnection with a Wavelength Selective Router,INFOCOM
Progressive meshes,SIGGRAPH
Low-voltage CMOS analog four quadrant multiplier based on flipped voltage followers,ISCAS
Class AB Pseudo-Differential CMOS Squarer Circuit,ISCAS
Modal analysis for real-time viscoelastic deformation,SIGGRAPH
PicoDBMS: Validation and Experience,VLDB
Spatiotemporal segmentation and tracking of objects in color image sequences,ISCAS
Graphics PCs will put workstation graphics in the Smithsonian (panel),SIGGRAPH
Extending an ORDBMS: The StateMachine Module,VLDB
Virtual sculpting with a pressure sensitive pen,SIGGRAPH
Why we search: visualizing and predicting user behavior,WWW
Weighted fair queuing with differential dropping,INFOCOM
An Effective and User-Friendly IDE Tool to Facilitate Conceptual Design and Maintenance of Web Applications,WWW
A Software Engineering View of Data Base Systems,VLDB
Time-Optimal Network Queue Control: The Case of a Single Congested Node,INFOCOM
VXMLR: A Visual XML-Relational Database System,VLDB
Query-by-Example: the Invocation and Definition of Tables and Forms,VLDB
Choices in Practical Data Design,VLDB
A Framework for Optimal Battery Management for Wireless Nodes,INFOCOM
A 1.75V Rail-to-Rail CMOS Op Amp,ISCAS
Hierarchical view-dependent structures for interactive scene manipulation,SIGGRAPH
Alert: An Architecture for Transforming a Passive DBMS into an Active DBMS,VLDB
genieBottles: An Interactive Narrative in Bottles,SIGGRAPH
BiHOP: A Bidirectional Highly Optimized Pipelining Technique for Large-Scale Multimedia Servers,INFOCOM
"Area efficient, high speed parallel counter circuits using charge recycling threshold logic",ISCAS
Performance Simulation of End-To-End Windowing in ATM Networks,INFOCOM
Efficient Filtering of XML Documents for Selective Dissemination of Information,VLDB
Fast soft shadow by depth peeling,SIGGRAPH
Imaging vector fields using line integral convolution,SIGGRAPH
An Evaluation on Using Preference Clustering in Large-Scale Multicast Applications,INFOCOM
Adaptable Recovery Using Dynamic Quorum Assignments,VLDB
Tracing ray differentials,SIGGRAPH
Datagram Routing Algorithm for LEO Satellite Networks,INFOCOM
A Multi-Mode Simulation System for GaAs Circuits,ISCAS
Assembling the sculptures of the Parthenon,SIGGRAPH
Analysis of Bifurcation Points of Nonlinear Resistive Circuits by Curve Tracing Method,ISCAS
The Throughput of Data Switches with and without Speedup,INFOCOM
Interactive pen-and-ink illustration,SIGGRAPH
Simrank++: query rewriting through link analysis of the clickgraph (poster),WWW
Active database facilities in ode,VLDB
M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,VLDB
"Comments on Dr. Sundgren's paper Data Base Design in Theory and Practice - Towards an Integrated Methodology""""omments on Dr. Sundgren's paper ""Data Base Design in Theory and Practice - """"mments on Dr. Sundgren's paper ""Data Base """"ments on D""",VLDB
VGRAM: Improving Performance of Approximate Queries on String Collections Using Variable-Length Grams,VLDB
A 2.1-GHz monolithic frequency synthesizer with robust phase switching prescaler and loop capacitance scaling,ISCAS
Group Delay Analysis of Switched Circuits,ISCAS
Semantic search,WWW
Exploring social annotations for information retrieval,WWW
Loop list scheduler for DSP algorithms under resource constraints,ISCAS
Multi-Dimensional Regression Analysis of Time-Series Data Streams,VLDB
"Parallel TCP Sockets: Simple Model, Throughput and Validation",INFOCOM
Optimizing the Performance of Switched Current Circuits,ISCAS
Approximate Query Translation Across Heterogeneous Information Sources,VLDB
Event synchronization for interactive cyberdrama generation on the web: a distributed approach,WWW
A Logic-based Framework for Mobile Intelligent Information Agents,WWW
Multi-layer parallel decoding algorithm and vlsi architecture for quasi-cyclic LDPC codes,ISCAS
Fast Interframe Transfrom Coding Based on Characteristics of Transform Coefficients and Frame Difference,ISCAS
A Homotopy Continuation Mapping for the Steiglitz-McBride Adaptive Algorithm,ISCAS
Sync Kit: A Persistent Client-Side Database Caching Toolkit for Data Intensive Websites,WWW
The Microsoft Repository,VLDB
Inverse global illumination: recovering reflectance models of real scenes from photographs,SIGGRAPH
WiiRemote programming: development experiences of interactive techniques that can be applied to education for young engineers,SIGGRAPH
Path Expressions for Complex Queries and Automatic Database Program Conversion,VLDB
Analysis Of Optimisation Issues In Multi-Period DWDM Network Planning,INFOCOM
Verification of communication protocols via protocol projections,INFOCOM
RP*: A Family of Order Preserving Scalable Distributed Data Structures,VLDB
Effective power and ground distribution scheme for deep submicron high speed VLSI circuits,ISCAS
Adaptive Congestion Control Schemes for ATM LANs,INFOCOM
Classification Pruning for Web-request Prediction,WWW
Object Recognition with a 2-D Hough Domain,ISCAS
Performance Issues with the SAE LTPB and the IEEE 802.4 Protocols,INFOCOM
Illustrating smooth surfaces,SIGGRAPH
Structured log-domain synthesis of nonlinear systems,ISCAS
Poisson matting,SIGGRAPH
Database Portals: A New Application Program Interface,VLDB
"Can we get there from here? Current challenges in cloth design, modeling and animation (panel)",SIGGRAPH
A Stochastic Random-Races Algorithm for Routing in MPLS Traffic Engineering,INFOCOM
A Novel Approach to Detection of Closely Spaced Sinisoids,ISCAS
Automatic geotagging of Russian web sites,WWW
Adaptive playout for real-time media streaming,ISCAS
An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,VLDB
Fast Incremental Maintenance of Approximate Histograms,VLDB
P2Cast: peer-to-peer patching scheme for VoD service,WWW
Selectivity Estimation and Query Optimization in Large Databases with Highly Skewed Distribution of Column Values,VLDB
Optimization of a WDM Optical Packet Switch with Wavelength Converters,INFOCOM
Trade-Off Curves for QoS Routing,INFOCOM
The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways,VLDB
